investor_id,age,gender,city_tier,income_bracket,occupation,education,primary_platform,years_investing,financial_literacy_score,self_reported_risk_appetite,monthly_savings_inr,total_portfolio_value_inr,has_aa_consent,direct_equity_inr,mutual_funds_inr,epf_inr,nps_inr,gold_physical_inr,gold_digital_inr,fixed_deposits_inr,ppf_inr,real_estate_estimate_inr,total_tracked_wealth_inr,total_estimated_wealth_inr,pct_wealth_on_single_platform,wealth_fragmentation_score,num_mutual_funds,num_direct_stocks,num_total_instruments,perceived_diversification_score,actual_diversification_score,diversification_gap,unique_underlying_stocks_in_mf,top15_stocks_cover_pct_of_mf,top_sector,top_sector_concentration_pct,top3_instruments_weight_pct,herfindahl_index,overlap_risk_flag,high_concentration_flag,knows_what_var_is,knows_sharpe_ratio,checks_portfolio_correlation,checks_sector_concentration,uses_stop_loss,simulates_before_trading,tracks_all_assets_in_one_place,risk_awareness_score_out_of_10,total_loss_last_18mo_inr,main_pain_point,would_use_parakh_simulator,willingness_to_pay_monthly_inr,preferred_channel,heard_of_account_aggregator,equity_to_total_wealth_pct,epf_gold_fd_share_pct,risk_loss_ratio,parakh_need_score
INV0833,23,Male,Tier 1,6L-10L,Student,Post-Graduate,Zerodha,3,6,Moderate,9666,132373,0,51219,81154,0,0,0,0,700038,0,0,752195,752195,39.7094,3,9,8,17,10.0,3.4,6.6,94,76.0924,Diversified,64.3071,44.2824,0.1047,1,0,0,0,1,0,0,0,1,4.7488,18501,Don't know if I'm really diversified,1,244,Mobile App,0,17.6,82.4,5.3143,5.0479
INV0834,48,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,3,6,Moderate,7382,147762,0,61213,86549,54925,0,0,0,0,0,0,186744,201715,56.6706,4,6,7,13,9.7031,2.3375,7.37,54,79.5063,Diversified,55.4589,58.1782,0.1659,1,1,0,0,0,0,0,0,0,2.2346,112859,No idea what will happen if a stock falls,1,196,Mobile App,0,73.3,26.7,49.8513,6.4397
INV0835,26,Male,Tier 3,6L-10L,Salaried-Private,Graduate,Angel One,5,8,Moderate,5360,552682,1,265736,286946,533192,0,497731,0,114125,219409,0,1382625,1940064,23.7161,6,6,9,15,9.7584,2.7308,7.03,50,82.6525,Diversified,54.3249,45.9039,0.1185,1,0,1,1,1,0,0,0,1,5.6375,922,Don't know if I'm really diversified,0,0,Mobile App,1,28.5,71.5,0.238,5.854
INV0836,47,Female,Tier 2,6L-10L,Business Owner,Post-Graduate,Angel One,3,5,Moderate,15193,1110329,0,670069,440260,0,0,0,0,1484001,0,4111413,2627066,5536760,15.0682,4,5,7,12,8.4927,3.3232,5.17,51,58.8449,Diversified,43.5522,66.329,0.1932,0,1,0,0,0,0,0,0,0,0.9854,10671,Lost money following social media tips,0,0,Mobile App,1,20.1,79.9,0.9609,6.311
INV0837,33,Female,Tier 3,6L-10L,Student,Graduate,Angel One,2,6,Moderate,14795,313697,0,175256,138441,0,0,227992,0,0,0,0,342973,551315,48.3945,4,10,4,14,10.0,3.3532,6.65,90,59.2292,IT,46.9087,58.5188,0.168,0,1,0,0,0,0,0,0,0,0.9494,3040,Panic during market crashes,1,190,Web,0,56.9,43.1,1.9474,6.7757
INV0838,52,Male,Tier 1,50L+,Retired,Graduate,Groww,1,4,Conservative,82262,1008339,0,514971,493368,0,0,81153,0,6286985,388884,7633654,8667656,16858662,18.7339,6,5,4,9,7.0,2.826,4.17,39,61.2481,Diversified,50.2956,73.0698,0.2141,0,1,0,0,0,0,0,0,0,1.1956,27240,Don't know if I'm really diversified,1,1228,WhatsApp Bot,0,6.0,94.0,1.6053,6.3374
INV0839,27,Male,Tier 2,3L-6L,Student,Post-Graduate,Groww,5,8,Aggressive,6873,308136,0,157413,150723,0,0,163110,67476,194506,123587,0,689210,831665,41.4724,6,5,16,21,10.0,3.9145,6.09,36,61.6653,Diversified,46.2585,54.0932,0.1305,0,0,1,1,0,1,1,0,0,5.5,1417,Panic during market crashes,0,0,Mobile App,1,37.1,62.9,0.136,5.5049
INV0840,38,Male,Tier 2,6L-10L,Business Owner,Graduate,Groww,3,5,Moderate,6237,104950,0,38510,66440,0,0,0,50527,0,84448,0,208764,242515,38.5868,4,9,9,18,10.0,3.9412,6.06,84,63.8029,Diversified,55.3584,50.3562,0.1244,0,0,0,1,0,0,0,0,0,1.2062,14518,Lost money following social media tips,0,0,Mobile App,1,43.3,56.7,5.6335,6.3975
INV0841,30,Female,Tier 1,3L-6L,Salaried-Private,Graduate,Zerodha,2,6,Moderate,5537,110210,0,54002,56208,52921,0,0,88706,0,0,0,226427,260201,41.5374,4,8,7,15,9.3129,2.5816,6.73,72,82.7927,Diversified,49.5723,53.5449,0.1396,1,0,0,0,0,0,0,0,0,2.0614,9434,Can't track all investments in one place,1,97,Mobile App,0,42.4,57.6,2.6313,6.3379
INV0842,45,Male,Tier 3,6L-10L,Business Owner,Post-Graduate,Upstox,2,6,Moderate,15323,550311,0,215324,334987,0,0,311512,0,0,128529,0,615291,980097,55.091,4,5,7,12,8.7062,3.9588,4.75,53,60.7458,Diversified,59.039,57.1881,0.1509,0,1,1,1,0,1,1,0,0,4.0311,2547,Can't track all investments in one place,1,156,WhatsApp Bot,1,56.1,43.9,2.4554,4.9478
INV0843,35,Male,Tier 1,6L-10L,Salaried-Govt,10th Pass,Zerodha,6,5,Moderate,10759,750798,0,416281,334517,589246,0,421483,84850,1006889,269945,0,3223135,3613994,29.5046,7,10,7,17,10.0,4.0078,5.99,114,59.84,Diversified,48.5032,51.9997,0.1308,0,0,0,1,0,1,0,0,1,3.8377,1485,Don't know if I'm really diversified,0,0,WhatsApp Bot,0,20.8,79.2,1.6244,6.2584
INV0844,59,Female,Tier 3,<3L,Self-Employed,Post-Graduate,Groww,4,8,Aggressive,3239,184357,1,93380,90977,0,0,318105,0,200499,26569,6622642,427939,7186489,7.1917,5,7,9,16,9.6762,3.0705,6.61,50,77.9697,Diversified,51.6515,45.5147,0.108,1,0,1,1,0,0,0,0,1,4.0,3441,Don't know if I'm really diversified,0,0,Web,1,2.6,97.4,3.1179,6.021
INV0845,39,Male,Tier 2,6L-10L,Self-Employed,Graduate,Upstox,3,6,Conservative,10568,306799,1,86385,220414,0,108513,0,82492,351540,0,0,800893,800893,24.7477,5,6,3,9,7.7088,3.4175,4.29,49,66.8313,Diversified,62.0758,68.6778,0.2152,1,1,0,1,0,1,0,0,1,2.9562,20231,Can't track all investments in one place,1,228,Web,1,38.3,61.7,7.9718,5.4723
INV0846,35,Male,Tier 2,3L-6L,Salaried-Private,Graduate,Zerodha,3,6,Moderate,5743,174477,0,96188,78289,208932,64363,0,0,333877,0,0,715841,746530,31.2291,5,5,3,8,6.8497,3.0803,3.77,41,55.7896,Diversified,53.1223,71.8012,0.2318,0,1,0,1,0,1,0,0,0,3.6995,0,Panic during market crashes,1,115,Mobile App,1,23.4,76.6,0.0,5.1294
INV0847,52,Male,Tier 1,10L-20L,Retired,Post-Graduate,Groww,5,8,Aggressive,26097,912334,1,256584,655750,0,0,0,0,0,0,0,872243,917983,86.069,3,6,7,13,8.936,2.9332,6.0,48,66.7167,Diversified,67.7332,64.1184,0.1676,1,1,1,1,1,0,0,0,1,5.436,1053,No idea what will happen if a stock falls,0,0,Web,1,99.4,0.6,0.0567,4.639
INV0848,46,Male,Tier 3,20L-50L,Student,Post-Graduate,Zerodha,3,6,Conservative,52232,3519752,1,1500569,2019183,0,0,0,65189,1807676,0,7445527,5093695,14900868,19.5729,5,5,5,10,7.6528,1.9472,5.71,29,68.649,Diversified,58.3328,81.671,0.2479,1,1,0,1,1,0,1,0,1,5.6528,388,Lost money following social media tips,1,375,Web,1,23.6,76.4,0.0558,5.015
INV0849,27,Female,Tier 1,3L-6L,Salaried-Private,Post-Graduate,Groww,4,7,Moderate,5431,290846,1,146080,144766,271249,0,0,0,719185,0,0,1214713,1308766,61.0316,3,6,3,9,7.2275,1.8,5.43,47,71.4808,Diversified,48.8012,75.9371,0.224,1,1,0,1,0,1,1,0,1,6.0913,1935,Panic during market crashes,1,126,Mobile App,1,22.2,77.8,0.6136,4.2508
INV0850,33,Female,Tier 1,6L-10L,Self-Employed,Graduate,Upstox,3,5,Moderate,8437,272656,0,165058,107598,0,0,163942,0,739152,0,0,1096097,1399331,26.8762,5,9,6,15,10.0,1.823,8.18,65,79.7349,Diversified,50.3983,68.0363,0.1814,1,1,0,0,0,1,0,0,1,2.1148,12167,Panic during market crashes,1,150,Web,0,19.5,80.5,1.184,7.0529
INV0851,44,Male,Tier 1,3L-6L,Salaried-Private,12th Pass,Upstox,5,6,Moderate,5076,234958,0,108691,126267,320444,0,497731,48075,0,0,14711542,610271,14592357,3.7356,6,6,7,13,8.8606,2.524,6.34,62,77.0231,Diversified,51.7202,64.5548,0.1776,1,1,1,1,0,1,1,0,1,5.899,0,Can't track all investments in one place,1,98,Mobile App,0,1.6,98.4,0.2428,5.4493
INV0852,39,Female,Tier 2,3L-6L,Business Owner,Graduate,5paisa,2,5,Aggressive,5724,270664,1,73751,196913,0,0,141000,78733,868712,0,0,1160563,1211742,40.7893,5,5,11,16,10.0,2.4028,7.6,43,73.1563,Diversified,69.2701,62.2848,0.1766,1,1,1,1,0,0,1,0,1,3.2466,14087,Don't know if I'm really diversified,0,0,Mobile App,1,22.3,77.7,1.52,6.5192
INV0853,27,Male,Tier 1,6L-10L,Student,Post-Graduate,Zerodha,1,4,Moderate,9107,140683,0,54656,86027,0,0,0,0,726534,0,0,768205,846159,20.8247,3,10,8,18,10.0,3.4728,6.53,100,74.9431,Diversified,61.6021,45.2326,0.1049,1,0,0,0,1,0,0,0,1,2.8787,18406,Don't know if I'm really diversified,1,200,Mobile App,0,16.6,83.4,11.0894,5.8226
INV0854,32,Male,Tier 2,10L-20L,Salaried-Govt,12th Pass,Groww,6,7,Aggressive,26311,2961369,0,1091034,1870335,1151087,0,314255,29490,1352116,0,0,4785560,5641277,49.2041,6,7,8,15,9.8452,3.6594,6.19,69,66.4106,Diversified,60.8746,52.3583,0.133,1,0,1,1,0,1,1,0,0,5.5,20656,No idea what will happen if a stock falls,1,405,Mobile App,0,52.5,47.5,0.5018,5.449
INV0855,31,Female,Tier 3,6L-10L,Freelancer,Post-Graduate,Upstox,5,6,Conservative,8894,688000,0,268792,419208,0,164423,126680,0,616182,160610,0,1608230,1608230,41.5116,6,5,4,9,6.9264,2.0235,4.9,19,80.0206,Diversified,54.0592,66.4735,0.1936,1,1,1,1,1,1,1,0,0,6.5736,13688,Don't understand how macros affect my stocks,1,140,Mobile App,0,42.8,57.2,1.1809,4.7153
INV0856,51,Male,Tier 3,6L-10L,Salaried-Private,Graduate,Groww,3,6,Conservative,10400,220001,0,88614,131387,300701,0,423130,0,0,0,0,608985,1026021,29.8371,5,7,3,10,8.2119,2.1119,6.1,46,68.4533,Diversified,49.0014,71.6148,0.2117,1,1,0,1,0,0,1,0,0,2.7119,18449,Can't track all investments in one place,1,179,Mobile App,0,21.4,78.6,5.0151,6.138
INV0857,42,Male,Tier 1,6L-10L,Self-Employed,Graduate,Groww,1,3,Moderate,13426,317151,0,127475,189676,0,0,0,0,263524,0,12495039,604190,10852847,4.0808,5,5,5,10,7.5,2.9702,4.53,45,68.128,Diversified,50.1228,60.4381,0.1708,1,1,0,0,0,0,0,0,0,0.0,6534,Don't know if I'm really diversified,0,0,Mobile App,1,2.9,97.1,1.4461,6.731
INV0858,34,Male,Tier 3,10L-20L,Self-Employed,Graduate,Zerodha,4,6,Moderate,26001,2912733,0,1491719,1421014,0,0,114170,0,1753031,268936,0,5658412,5692889,51.0633,6,10,6,16,10.0,2.5951,7.4,88,81.1146,Diversified,44.9737,50.1567,0.1388,1,0,1,1,0,0,1,0,0,2.4709,31837,Don't know if I'm really diversified,1,493,Mobile App,0,51.2,48.8,1.4292,6.9104
INV0859,29,Male,Tier 2,6L-10L,Salaried-Private,Post-Graduate,5paisa,3,6,Conservative,14720,769891,0,252821,517070,349520,0,324776,36515,0,131925,0,1242165,1573429,45.2627,5,8,4,12,9.3792,2.2275,7.15,71,79.6826,Diversified,64.0476,61.7314,0.1654,1,1,0,1,1,0,1,0,0,3.3623,13449,No idea what will happen if a stock falls,0,0,WhatsApp Bot,0,48.9,51.1,1.1156,6.4
INV0860,34,Male,Tier 1,20L-50L,Salaried-Private,12th Pass,Zerodha,3,3,Moderate,49342,3370358,1,915442,2454916,1045638,0,0,0,5067981,0,0,8736114,8736114,34.6038,4,4,7,11,7.6015,2.6962,4.91,43,58.2261,Diversified,68.1354,72.7843,0.2507,0,1,0,1,0,0,0,0,1,2.7406,18721,Don't understand how macros affect my stocks,0,0,Mobile App,1,38.6,61.4,0.5517,5.526
INV0861,42,Male,Tier 1,6L-10L,Business Owner,Graduate,5paisa,2,4,Conservative,10267,280387,1,120985,159402,0,0,0,0,0,0,14711542,271934,13064055,2.4226,4,6,5,11,8.1337,2.9042,5.23,41,64.0691,Diversified,59.524,66.0814,0.1956,0,1,1,0,0,0,0,0,1,0.6337,1643,Don't know if I'm really diversified,1,148,Mobile App,1,2.1,97.9,1.5981,6.2375
INV0862,38,Male,Tier 2,6L-10L,Self-Employed,Graduate,Upstox,2,6,Conservative,11916,381600,0,86883,294717,0,0,0,71433,878121,130922,0,1374387,1490452,28.2822,4,5,3,8,6.0588,2.4471,3.61,36,70.394,Diversified,69.153,69.3705,0.2106,1,1,0,1,0,1,0,0,0,4.5882,19865,Don't know if I'm really diversified,1,248,Mobile App,1,25.6,74.4,18.2006,4.4971
INV0863,45,Male,Tier 1,20L-50L,Salaried-Private,Graduate,Zerodha,6,7,Conservative,52809,3791706,0,0,3791706,3244350,0,0,0,0,1301521,14062497,8387808,21849081,18.1592,6,7,1,8,7.6713,3.3556,4.32,47,72.1221,Diversified,62.3694,81.8501,0.2391,1,1,1,1,0,0,1,0,0,4.4028,1214,Can't track all investments in one place,1,386,Mobile App,0,17.4,82.6,0.1267,5.1306
INV0864,48,Male,Tier 3,20L-50L,Salaried-Private,Graduate,Groww,3,5,Aggressive,52937,759441,1,176986,582455,987316,0,0,7271,0,0,2402159,1842861,4352380,19.3101,5,5,13,18,10.0,3.4265,6.57,27,70.2351,Diversified,53.5196,54.142,0.1317,1,0,0,1,0,1,0,0,1,3.347,15453,Can't track all investments in one place,1,586,Web,1,17.4,82.6,0.9214,6.131
INV0865,52,Male,Tier 1,10L-20L,Retired,Post-Graduate,Groww,4,8,Aggressive,28149,867790,1,273872,593918,0,0,0,0,0,0,0,884479,960959,100.0,2,6,9,15,9.6475,2.436,7.21,50,74.0869,Diversified,62.3382,62.2628,0.1625,1,1,1,1,1,0,0,0,1,6.1475,1103,No idea what will happen if a stock falls,0,0,Web,1,90.3,9.7,0.5106,4.4744
INV0866,46,Male,Tier 3,6L-10L,Salaried-Private,10th Pass,Angel One,2,3,Moderate,7825,295804,1,135054,160750,183538,88474,115673,69044,414754,89501,9797822,1022606,9054380,1.9407,8,4,9,13,8.2994,2.5796,5.72,21,78.0623,Diversified,49.8645,58.2442,0.1539,1,1,1,0,0,0,0,0,1,1.9005,328,Don't know if I'm really diversified,0,0,Mobile App,1,3.3,96.7,1.8067,7.18
INV0867,44,Female,Tier 1,10L-20L,Salaried-Private,Graduate,Angel One,2,5,Aggressive,20000,525650,0,149958,375692,182984,0,75460,0,0,80873,0,748315,800429,54.9193,4,8,4,12,9.5,3.6,5.9,86,60.9047,Diversified,63.0261,58.3033,0.1607,0,1,0,1,0,0,0,0,0,2.0082,5397,Don't know if I'm really diversified,1,278,Mobile App,0,65.7,34.3,5.9453,6.0572
INV0868,32,Male,Tier 1,3L-6L,Salaried-Govt,10th Pass,5paisa,3,3,Conservative,8964,815673,0,398733,416940,161765,0,0,14467,550037,0,0,1412572,1584147,51.0758,5,6,2,8,6.9395,1.0879,5.85,54,81.3375,Mining,50.3516,73.8235,0.2726,1,1,0,0,0,0,1,0,0,0.707,0,Lost money following social media tips,0,0,Web,0,51.5,48.5,0.5713,6.8835
INV0869,27,Male,Tier 3,10L-20L,Self-Employed,12th Pass,Groww,7,6,Aggressive,32969,3010594,1,1315989,1694605,0,0,254090,0,0,0,0,2638421,3471353,87.9581,3,5,12,17,10.0,2.3767,7.62,40,71.8713,Diversified,55.8345,58.0334,0.1572,1,1,0,1,0,1,0,0,1,4.2509,0,Panic during market crashes,1,316,Mobile App,1,86.7,13.3,0.0326,5.6519
INV0870,45,Male,Tier 1,50L+,Retired,Graduate,Groww,1,2,Conservative,86308,1032621,0,541726,490895,0,0,82553,0,6402983,377358,8530599,8761961,17838289,6.9559,5,4,5,9,6.6356,2.3,4.34,39,72.0866,Diversified,58.3629,67.8286,0.1921,1,1,0,0,0,0,0,0,0,0.0,30723,Don't know if I'm really diversified,1,1270,WhatsApp Bot,0,5.8,94.2,1.3252,6.5974
INV0871,42,Female,Tier 1,20L-50L,Self-Employed,Graduate,Zerodha,2,4,Moderate,64918,1850235,1,890001,960234,0,0,458907,55467,0,391367,2917954,2144201,5547953,34.9317,6,5,5,10,7.1028,3.1944,3.91,33,58.371,Diversified,51.7775,71.927,0.2069,0,1,0,1,0,0,0,0,1,2.6028,7032,Panic during market crashes,1,504,Web,1,33.3,66.7,0.3527,5.752
INV0872,31,Male,Tier 1,10L-20L,Salaried-Private,Post-Graduate,Zerodha,2,6,Moderate,23408,1116643,1,471806,644837,333790,0,0,85487,2310053,0,0,4067320,4067320,33.2567,5,9,6,15,9.7819,2.0819,7.7,83,80.6858,Diversified,52.5725,64.3856,0.1903,1,1,0,1,1,1,0,0,1,5.5637,0,Can't track all investments in one place,1,239,WhatsApp Bot,1,27.5,72.5,1.1735,5.7483
INV0873,32,Male,Tier 1,3L-6L,Business Owner,Graduate,Groww,3,5,Aggressive,6942,159759,1,75357,84402,0,0,305657,0,0,0,0,146635,498961,27.4573,3,3,14,17,9.659,3.8318,5.83,28,59.7727,Diversified,53.0318,55.6507,0.1558,0,1,0,0,0,0,1,0,1,1.5453,25689,Don't know if I'm really diversified,1,117,WhatsApp Bot,1,32.0,68.0,13.0147,5.9641
INV0874,39,Male,Tier 2,20L-50L,Salaried-Private,12th Pass,Groww,4,6,Conservative,44591,3474614,1,1130918,2343696,1490591,0,156482,9691,0,0,0,4980646,5102964,60.9545,5,7,1,8,7.6602,1.0961,6.56,51,76.7309,Diversified,55.9765,80.8502,0.3038,1,1,0,1,0,0,1,0,1,4.5193,31156,Don't know if I'm really diversified,1,585,Mobile App,1,68.1,31.9,0.7592,5.7123
INV0875,23,Male,Tier 2,3L-6L,Student,Graduate,Upstox,4,6,Aggressive,7626,1012788,0,529008,483780,0,0,0,0,0,0,0,1056011,1056011,89.759,2,4,9,13,8.4197,1.7876,6.63,24,80.8916,Diversified,51.3673,68.0389,0.212,1,1,1,1,0,1,0,0,0,5.3394,7772,Can't track all investments in one place,1,84,Web,0,95.9,4.1,0.7972,4.6734
INV0876,32,Male,Tier 1,3L-6L,Business Owner,Graduate,Groww,2,5,Aggressive,7177,141562,1,66879,74683,0,0,347582,0,0,0,0,161100,420674,26.4241,3,3,13,16,9.593,3.8186,5.77,28,59.7287,Diversified,53.0186,56.086,0.1561,0,1,0,0,0,0,1,0,1,1.4574,21914,Don't know if I'm really diversified,1,110,WhatsApp Bot,1,33.7,66.3,12.5495,5.9901
INV0877,33,Male,Tier 2,10L-20L,Salaried-Govt,12th Pass,Groww,5,8,Aggressive,25504,3265616,0,1224740,2040876,1303411,0,369110,29018,1373799,0,0,4991471,6339019,50.9306,6,7,8,15,10.0,4.1388,5.86,63,59.3361,Diversified,61.0901,50.8655,0.128,0,0,1,1,0,1,1,0,0,6.888,19869,No idea what will happen if a stock falls,1,440,Mobile App,0,51.5,48.5,2.664,4.9387
INV0878,39,Male,Tier 1,10L-20L,Salaried-Private,Graduate,Angel One,2,6,Moderate,29090,789531,1,406143,383388,369792,0,436946,0,0,160053,9179261,1227466,9976001,7.9796,6,4,9,13,8.6062,3.0124,5.59,29,74.1311,Diversified,45.6796,51.1399,0.123,1,0,0,1,1,0,0,0,1,4.8186,12389,No idea what will happen if a stock falls,1,275,Web,1,7.9,92.1,1.6198,5.5713
INV0879,40,Male,Tier 3,6L-10L,Salaried-Govt,Post-Graduate,Angel One,6,8,Aggressive,16788,1731210,0,483352,1247858,704174,0,0,0,1069982,343669,0,3668351,3877438,42.0967,4,4,16,20,10.0,3.4,6.6,33,68.4606,Diversified,59.4765,57.0414,0.1405,1,0,1,1,0,1,1,1,0,6.4987,5620,Lost money following social media tips,1,223,Web,1,44.6,55.4,1.563,4.8851
INV0880,47,Male,Tier 2,10L-20L,Salaried-Govt,Post-Graduate,Angel One,6,7,Aggressive,38916,2056247,0,691042,1365205,933750,412673,390739,0,1439674,402979,0,5320876,6126598,18.7662,6,6,10,16,9.861,2.4166,7.44,53,77.9838,Diversified,53.6088,59.6502,0.1626,1,1,1,1,0,0,1,1,0,4.417,6627,No idea what will happen if a stock falls,1,334,Web,1,33.6,66.4,0.0945,6.4394
INV0881,58,Female,Tier 1,6L-10L,Self-Employed,Graduate,Groww,3,6,Conservative,11041,460388,0,212833,247555,0,0,303788,0,802820,107511,0,1427318,1763339,28.0193,5,4,4,8,5.7802,2.2461,3.53,20,69.3038,Diversified,54.0759,70.3747,0.2099,1,1,0,1,1,0,0,0,0,3.7198,0,Panic during market crashes,0,0,Mobile App,1,26.1,73.9,0.6243,4.9389
INV0882,50,Male,Tier 2,3L-6L,Self-Employed,Post-Graduate,Groww,4,7,Aggressive,6834,557128,1,130881,426247,0,0,157442,38955,0,0,0,618343,725729,65.9991,4,5,7,12,8.7613,3.709,5.05,52,62.8423,Diversified,62.4477,56.818,0.1457,0,0,1,1,0,0,1,0,1,5.2613,0,Don't know if I'm really diversified,1,118,Mobile App,1,76.8,23.2,0.2299,4.6268
INV0883,24,Male,Tier 1,6L-10L,Salaried-Private,Post-Graduate,Zerodha,2,6,Moderate,6520,175779,0,91675,84104,92304,0,143297,0,0,0,0,261968,391303,61.4029,3,11,9,20,10.0,3.2144,6.79,108,69.2667,Diversified,47.5438,58.1234,0.1481,1,0,1,1,0,1,0,0,0,2.9575,2233,Don't understand how macros affect my stocks,1,145,Mobile App,1,44.9,55.1,0.8556,5.8073
INV0884,41,Male,Tier 1,6L-10L,Salaried-Govt,Graduate,Angel One,3,6,Conservative,5057,625454,1,239190,386264,319565,0,286523,32286,1112480,0,6837815,1988875,8700672,6.913,7,7,6,13,9.635,3.457,6.18,66,69.0828,Diversified,61.171,52.1451,0.1333,1,0,0,1,0,0,1,0,1,3.77,31343,Don't know if I'm really diversified,1,318,Web,1,7.2,92.8,6.0908,6.3568
INV0885,41,Male,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,HDFC Securities,5,6,Moderate,16608,2016946,0,585393,1431553,661834,0,0,94859,131353,274793,0,2720282,3019558,50.0899,5,8,5,13,10.0,3.5131,6.49,73,61.7109,Diversified,64.7036,59.4899,0.1572,0,1,1,1,0,0,0,0,1,3.1149,39110,No idea what will happen if a stock falls,0,0,Web,0,66.8,33.2,10.3276,6.3082
INV0886,44,Male,Tier 1,<3L,Salaried-Private,10th Pass,HDFC Securities,5,5,Conservative,2137,171572,0,50398,121174,115641,0,310536,29778,0,0,0,297584,600393,32.8213,6,8,5,13,9.7686,2.376,7.39,71,75.2738,Diversified,60.2582,67.6254,0.206,1,1,0,0,0,1,0,0,0,2.3057,5533,Can't track all investments in one place,1,0,Web,0,28.6,71.4,3.5046,6.9389
INV0887,40,Female,Tier 2,10L-20L,Salaried-Private,Graduate,Groww,4,7,Moderate,12030,1189170,0,402413,786757,779760,0,426936,0,0,0,5732365,2124069,8811270,13.895,5,11,9,20,10.0,4.4662,5.53,100,61.138,Diversified,53.1003,46.3197,0.1096,0,0,1,1,0,1,1,0,0,6.331,535,Don't know if I'm really diversified,0,0,Web,0,13.5,86.5,0.2727,4.721
INV0888,25,Male,Tier 2,<3L,Salaried-Private,Post-Graduate,5paisa,5,8,Moderate,2851,256168,1,90830,165338,127753,0,0,62512,315654,50706,0,849761,849761,37.6246,6,7,7,14,9.7542,2.4933,7.26,58,71.8832,Diversified,65.2966,60.9761,0.176,1,1,1,1,0,1,1,0,1,6.0084,7463,Panic during market crashes,0,0,Mobile App,1,30.1,69.9,1.6005,5.5885
INV0889,43,Male,Tier 1,20L-50L,Self-Employed,Graduate,Upstox,3,6,Aggressive,47150,743542,1,217453,526089,0,0,0,21213,2185170,0,14168746,2660197,17014268,6.2814,6,4,4,8,5.5,1.9754,3.52,40,68.4877,Diversified,62.0406,79.081,0.2527,1,1,1,0,1,0,0,0,1,4.8538,2662,Lost money following social media tips,1,426,WhatsApp Bot,1,4.4,95.6,1.3195,4.7435
INV0890,26,Male,Tier 1,6L-10L,Salaried-Private,12th Pass,5paisa,2,5,Aggressive,7664,293841,0,164874,128967,180092,87832,134792,10102,0,0,0,598833,697132,31.9776,6,7,5,12,9.7319,3.0856,6.65,71,62.8331,Diversified,48.8785,67.1979,0.1829,0,1,0,0,0,0,0,0,0,0.8042,5439,Can't track all investments in one place,1,172,Mobile App,0,42.1,57.9,1.215,7.3398
INV0891,40,Male,Tier 2,10L-20L,Freelancer,Graduate,Groww,2,7,Aggressive,16786,487747,0,212710,275037,0,0,0,46849,1792259,0,6733606,2307330,9473217,22.8157,5,3,11,14,8.4595,1.7532,6.71,23,79.2376,Diversified,54.9694,73.4757,0.2397,1,1,1,1,1,0,0,0,1,5.6936,892,Panic during market crashes,1,416,Mobile App,0,5.1,94.9,0.592,5.2625
INV0892,31,Male,Tier 1,3L-6L,Salaried-Private,Graduate,5paisa,5,7,Aggressive,4510,226088,0,91640,134448,200240,0,491888,0,444481,101015,0,854415,1273376,22.2743,6,6,5,11,8.7664,2.5668,6.2,38,57.6336,Diversified,58.9668,77.525,0.2367,0,1,1,1,0,1,0,0,0,4.1003,5037,Don't know if I'm really diversified,1,105,Mobile App,0,17.8,82.2,1.8177,6.0298
INV0893,44,Male,Tier 1,3L-6L,Salaried-Private,Graduate,Zerodha,4,5,Aggressive,5422,441896,1,300462,141434,237834,0,349245,0,152608,87614,3449961,931131,5555808,12.3788,7,2,10,12,7.6768,1.0,6.68,16,83.3828,Diversified,45.5987,71.5963,0.2152,1,1,0,0,0,1,0,0,1,2.2845,0,Don't know if I'm really diversified,1,138,WhatsApp Bot,1,8.0,92.0,1.0882,7.0687
INV0894,48,Male,Tier 2,50L+,Self-Employed,Graduate,Groww,5,7,Aggressive,106697,7496516,0,3074512,4422004,0,1458564,58543,0,0,0,8151105,8414732,14681754,32.744,4,6,6,12,8.5311,2.8124,5.72,34,68.6514,Diversified,62.5604,68.8594,0.1828,1,1,1,1,0,1,0,0,0,3.3983,2057,Don't know if I'm really diversified,1,670,Mobile App,0,51.1,48.9,0.03,5.5931
INV0895,41,Male,Tier 1,20L-50L,Salaried-Private,Graduate,Zerodha,6,7,Conservative,51871,3637739,0,0,3637739,3104019,0,0,0,0,1281407,13867989,8348841,21968066,16.8187,6,8,2,10,7.76,3.8733,3.89,51,68.1654,Diversified,59.8347,80.6523,0.2347,1,1,1,1,0,0,1,0,0,4.38,1154,Can't track all investments in one place,1,367,Mobile App,0,16.6,83.4,0.1161,4.9793
INV0896,34,Male,Tier 1,10L-20L,Business Owner,Graduate,5paisa,2,5,Moderate,31531,756095,1,382514,373581,0,0,436440,0,2778019,147726,0,3864027,4330395,22.5137,5,9,6,15,10.0,2.201,7.8,69,78.8854,Diversified,48.445,60.9544,0.1561,1,1,0,0,0,1,0,0,1,2.2864,15856,Don't know if I'm really diversified,1,293,Mobile App,1,17.5,82.5,1.2038,6.9294
