investor_id,trade_date,trade_type,asset_class,instrument_name,trade_amount_inr,decision_basis,market_event_flag,market_event_name,loss_occurred,loss_amount_inr,checked_risk_before_trade,post_trade_regret_score,age,gender,city_tier,income_bracket,occupation,education,primary_platform,years_investing,financial_literacy_score,self_reported_risk_appetite,total_portfolio_value_inr,monthly_savings_inr,has_aa_consent,risk_awareness_score_out_of_10,knows_what_var_is,checks_portfolio_correlation,checks_sector_concentration,uses_stop_loss,simulates_before_trading,would_use_parakh_simulator,willingness_to_pay_monthly_inr,main_pain_point,preferred_channel,evt_date,evt_name,evt_type,evt_sectors_impacted,evt_avg_portfolio_impact_pct,evt_pct_sold_at_loss,evt_avg_loss_per_investor_inr,evt_panic_sell_rate_pct,evt_risk_checked_before_sell_pct,evt_sentiment,loss_pct_of_trade,uninformed_trade_flag,high_risk_trade_flag
INV0950,2024-10-24,BUY,Direct Equity,Infosys,9974,FOMO,0,No Event,0,0,0,5,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0950,2024-10-28,BUY,Direct Equity,Titan,3192,Broker Recommendation,0,No Event,1,329,0,8,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,10.32,0,0
INV0950,2024-12-07,BUY,Mutual Fund,Axis Bluechip Fund,39890,FOMO,0,No Event,1,12402,0,6,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,31.09,1,1
INV0950,2025-02-05,SELL,Mutual Fund,Mirae Asset Large Cap,19364,News/Media,1,Union Budget FY26,1,7482,0,6,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,2025-02-01,Union Budget FY26,Regulatory,Infra/Defence,-7.53,46.9,2392.0,20.1,14.8,Fear,38.64,0,0
INV0950,2025-03-18,BUY,Mutual Fund,Nippon Small Cap,25916,Social Media Tip,0,No Event,1,9506,0,7,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,36.68,1,1
INV0950,2025-05-12,BUY,Mutual Fund,Mirae Asset Hybrid Equity,15831,Broker Recommendation,0,No Event,1,861,0,6,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,5.44,0,0
INV0950,2025-05-14,BUY,Mutual Fund,SBI Small Cap,7061,FOMO,0,No Event,1,2536,0,9,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,35.91,1,1
INV0950,2025-05-14,BUY,Direct Equity,Tech Mahindra,13805,Social Media Tip,0,No Event,1,2660,0,7,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,19.27,1,1
INV0950,2025-05-22,BUY,Direct Equity,Avenue Supermarts,8664,Own Research,0,No Event,0,0,0,5,53,Male,Tier 2,6L-10L,Freelancer,Graduate,Groww,4,7,Conservative,856912,7702,1,7.175,1,1,1,1,0,1,354,Can't track all investments in one place,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0951,2024-04-21,BUY,Mutual Fund,UTI Flexi Cap,1068,Broker Recommendation,1,Iran-Israel Escalation,0,0,0,4,47,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,2,6,Aggressive,524117,19292,0,2.719,0,0,0,0,0,0,0,Panic during market crashes,Web,2024-04-19,Iran-Israel Escalation,Geopolitical,Energy,-12.74,44.0,1535.0,21.8,22.6,Extreme Fear,0.0,0,0
INV0951,2024-05-31,SELL,Direct Equity,Tata Steel,52923,Own Research,0,No Event,0,0,1,5,47,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,2,6,Aggressive,524117,19292,0,2.719,0,0,0,0,0,0,0,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0951,2024-06-03,BUY,Direct Equity,HCL Tech,2723,News/Media,0,No Event,0,0,0,2,47,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,2,6,Aggressive,524117,19292,0,2.719,0,0,0,0,0,0,0,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0951,2024-10-09,BUY,Direct Equity,Kotak Mahindra,1194,News/Media,0,No Event,0,0,0,4,47,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,2,6,Aggressive,524117,19292,0,2.719,0,0,0,0,0,0,0,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0951,2024-10-22,SELL,Direct Equity,ICICI Bank,2208,Own Research,0,No Event,0,0,1,2,47,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,2,6,Aggressive,524117,19292,0,2.719,0,0,0,0,0,0,0,Panic during market crashes,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0951,2025-02-04,SELL,Direct Equity,Britannia,10035,Social Media Tip,1,Union Budget FY26,1,3072,0,7,47,Male,Tier 2,10L-20L,Self-Employed,Graduate,Upstox,2,6,Aggressive,524117,19292,0,2.719,0,0,0,0,0,0,0,Panic during market crashes,Web,2025-02-01,Union Budget FY26,Regulatory,Infra/Defence,-7.53,46.9,2392.0,20.1,14.8,Fear,30.61,1,1
INV0952,2024-01-06,BUY,Direct Equity,Hero MotoCorp,20880,Own Research,0,No Event,0,0,0,2,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0952,2024-02-26,BUY,Mutual Fund,Nippon Small Cap,5483,News/Media,0,No Event,1,531,0,7,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,9.68,0,0
INV0952,2024-05-28,BUY,Mutual Fund,HDFC Mid-Cap Opportunities,11715,Own Research,0,No Event,0,0,0,2,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0952,2024-06-09,SELL,Direct Equity,Bajaj Finance,26563,Technical Analysis,0,No Event,0,0,0,1,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0952,2024-09-26,BUY,Direct Equity,JSW Steel,5000,Social Media Tip,0,No Event,1,466,0,7,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,9.31,1,1
INV0952,2024-10-02,SELL,Direct Equity,Tech Mahindra,32036,FOMO,0,No Event,0,0,0,4,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0952,2024-11-06,BUY,Direct Equity,Maruti Suzuki,52608,News/Media,0,No Event,1,15725,0,6,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,29.89,0,0
INV0952,2024-11-11,BUY,Direct Equity,Dr Reddy's,9790,News/Media,0,No Event,0,0,0,1,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0952,2024-11-18,BUY,Mutual Fund,Axis Small Cap,9860,Social Media Tip,0,No Event,1,2963,0,9,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,30.05,1,1
INV0952,2024-12-07,SELL,Direct Equity,Tata Motors,63031,Own Research,0,No Event,0,0,1,4,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0952,2025-02-06,BUY,Direct Equity,Sun Pharma,6055,Social Media Tip,1,Union Budget FY26,0,0,0,3,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,2025-02-01,Union Budget FY26,Regulatory,Infra/Defence,-7.53,46.9,2392.0,20.1,14.8,Fear,0.0,1,1
INV0952,2025-03-02,SELL,Mutual Fund,ICICI Pru Pharma ETF,11571,Own Research,0,No Event,1,3644,1,2,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,31.49,0,0
INV0952,2025-06-12,SELL,Mutual Fund,HDFC Balanced Advantage,20443,Broker Recommendation,0,No Event,1,8580,0,8,50,Male,Tier 3,50L+,Salaried-Private,Graduate,Groww,5,8,Moderate,10614298,115889,1,5.3147,1,0,0,1,0,0,0,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,41.97,0,0
INV0953,2024-01-21,BUY,Direct Equity,TCS,69627,FOMO,0,No Event,1,25010,0,9,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,35.92,1,1
INV0953,2024-01-21,BUY,Direct Equity,Reliance Industries,1824,News/Media,0,No Event,0,0,0,2,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2024-01-24,BUY,Direct Equity,Adani Enterprises,5939,News/Media,0,No Event,1,2610,0,8,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,43.94,0,0
INV0953,2024-02-06,SELL,Direct Equity,TCS,22414,Own Research,1,Budget Surprise LTCG Hike,1,8925,1,2,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,2024-02-01,Budget Surprise LTCG Hike,Regulatory,All Sectors,-10.61,43.3,2301.0,35.1,20.4,Extreme Fear,39.82,0,0
INV0953,2024-02-20,SELL,Mutual Fund,Mirae Asset Hybrid Equity,2009,Social Media Tip,0,No Event,0,0,0,4,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0953,2024-03-05,BUY,Mutual Fund,Franklin India Feeder US,12815,Social Media Tip,0,No Event,1,2580,0,6,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,20.13,1,1
INV0953,2024-03-19,SELL,Mutual Fund,HDFC Top 100,25295,Social Media Tip,0,No Event,1,1950,0,6,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,7.71,1,1
INV0953,2024-06-04,SELL,Mutual Fund,SBI Bluechip,35454,Own Research,0,No Event,0,0,0,5,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2024-06-09,SELL,Mutual Fund,HDFC Mid-Cap Opportunities,20044,Social Media Tip,0,No Event,1,6873,0,7,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,34.29,1,1
INV0953,2024-07-22,BUY,Direct Equity,Nestle India,11352,FOMO,1,Budget 2024 STT Hike,1,847,0,6,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,2024-07-23,Budget 2024 STT Hike,Regulatory,F&O,-12.57,47.7,1471.0,24.1,18.0,Neutral,7.46,1,1
INV0953,2024-07-26,BUY,Mutual Fund,SBI Bluechip,2265,Own Research,1,Budget 2024 STT Hike,0,0,1,5,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,2024-07-23,Budget 2024 STT Hike,Regulatory,F&O,-12.57,47.7,1471.0,24.1,18.0,Neutral,0.0,0,0
INV0953,2024-08-03,SELL,Mutual Fund,Kotak Emerging Equity,26175,FOMO,0,No Event,1,11664,0,8,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,44.56,1,1
INV0953,2024-08-23,SELL,Direct Equity,Paytm,2966,Astrology/Gut,0,No Event,1,405,0,9,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,13.64,1,1
INV0953,2024-09-10,BUY,Mutual Fund,Mirae Asset Large Cap,9832,Astrology/Gut,0,No Event,1,2666,0,6,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,27.12,1,1
INV0953,2024-09-11,SELL,Direct Equity,Reliance Industries,17202,Social Media Tip,1,Fed Rate Cut 50bps,1,6141,0,9,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,2024-09-18,Fed Rate Cut 50bps,Global Macro,IT/Metals,-6.33,48.6,1842.0,46.8,17.6,Extreme Fear,35.7,1,1
INV0953,2024-09-27,BUY,Mutual Fund,Franklin India Feeder US,40030,News/Media,0,No Event,1,6917,0,9,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,17.28,0,0
INV0953,2024-10-03,SELL,Direct Equity,SBI,25094,Broker Recommendation,0,No Event,1,3501,0,6,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,13.95,0,0
INV0953,2024-10-05,BUY,Direct Equity,Kotak Mahindra,9998,News/Media,0,No Event,0,0,0,2,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2024-10-07,SELL,Direct Equity,Divi's Labs,3448,News/Media,0,No Event,1,1169,0,7,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,33.9,0,0
INV0953,2024-10-24,BUY,Direct Equity,Nestle India,9816,FOMO,0,No Event,1,1725,0,9,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,17.57,1,1
INV0953,2024-10-25,BUY,Mutual Fund,Nippon Small Cap,4045,Own Research,0,No Event,0,0,0,1,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2024-11-04,SELL,Direct Equity,TCS,22778,Own Research,0,No Event,1,2850,1,4,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,12.51,0,0
INV0953,2024-11-15,SELL,Mutual Fund,Axis Mid Cap,7382,News/Media,0,No Event,0,0,0,4,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2024-12-03,BUY,Direct Equity,HUL,74960,Technical Analysis,0,No Event,0,0,0,4,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2024-12-07,BUY,Direct Equity,Tata Motors,25316,Own Research,0,No Event,0,0,0,5,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2025-01-17,BUY,Mutual Fund,Axis Mid Cap,13008,News/Media,0,No Event,1,1553,0,7,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,11.94,0,0
INV0953,2025-01-21,BUY,Mutual Fund,Franklin India Feeder US,5307,Technical Analysis,0,No Event,0,0,0,1,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2025-01-23,SELL,Direct Equity,SBI,60730,FOMO,0,No Event,1,6468,0,7,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,10.65,1,1
INV0953,2025-02-04,BUY,Direct Equity,Wipro,14138,Broker Recommendation,1,Union Budget FY26,0,0,0,3,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,2025-02-01,Union Budget FY26,Regulatory,Infra/Defence,-7.53,46.9,2392.0,20.1,14.8,Fear,0.0,0,0
INV0953,2025-02-09,BUY,Direct Equity,Tech Mahindra,17783,Social Media Tip,0,No Event,1,6407,0,6,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,36.03,1,1
INV0953,2025-02-14,BUY,Direct Equity,HUL,21333,News/Media,0,No Event,1,7106,0,9,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,33.31,0,0
INV0953,2025-02-27,BUY,Direct Equity,HCL Tech,7496,FOMO,0,No Event,0,0,0,5,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0953,2025-03-11,SELL,Mutual Fund,Mirae Asset Hybrid Equity,1260,Technical Analysis,0,No Event,1,516,0,8,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,40.93,0,0
INV0953,2025-04-27,BUY,Direct Equity,M&M,3486,FOMO,0,No Event,1,1000,0,6,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,28.69,1,1
INV0953,2025-05-11,BUY,Direct Equity,Infosys,6785,News/Media,0,No Event,0,0,0,4,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,0,0
INV0953,2025-05-28,SELL,Direct Equity,Hero MotoCorp,16035,Technical Analysis,0,No Event,1,1735,0,7,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,10.82,0,0
INV0953,2025-05-31,BUY,Direct Equity,Sun Pharma,10560,Astrology/Gut,0,No Event,0,0,0,2,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,0.0,1,1
INV0953,2025-06-23,BUY,Direct Equity,Axis Bank,16458,FOMO,0,No Event,1,2059,0,6,37,Female,Tier 2,3L-6L,Salaried-Private,Post-Graduate,Groww,2,5,Moderate,150914,7115,0,1.4851,0,0,0,0,0,1,178,No idea what will happen if a stock falls,Mobile App,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,12.51,1,1
INV0954,2024-07-07,BUY,Mutual Fund,ICICI Pru Pharma ETF,13685,FOMO,0,No Event,1,4181,0,8,39,Female,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,Groww,3,7,Moderate,488669,12514,0,3.8409,0,0,1,0,0,1,189,Can't track all investments in one place,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,30.55,1,1
INV0954,2024-11-05,BUY,Direct Equity,Dr Reddy's,45015,News/Media,0,No Event,1,13410,0,9,39,Female,Tier 1,6L-10L,Salaried-Govt,Post-Graduate,Groww,3,7,Moderate,488669,12514,0,3.8409,0,0,1,0,0,1,189,Can't track all investments in one place,Web,No Event,No Event,No Event,No Event,0.0,0.0,0.0,0.0,0.0,No Event,29.79,0,0
